"Box No.","Amount","Verdict","Round","Player","Date","Season"
"8","50p","",1,"Bing","14/02/08",3
"5","£750","",1,"Bing","14/02/08",3
"Bankers offer","£10,000","No Deal",1,"Bing","14/02/08",3
"16","£1","",2,"Bing","14/02/08",3
"1","£250,000","",2,"Bing","14/02/08",3
"13","£35,000","",2,"Bing","14/02/08",3
"Bankers Offer","£2,500","No Deal",2,"Bing","14/02/08",3
"6","£50","",3,"Bing","14/02/08",3
"21","10p","",3,"Bing","14/02/08",3
"10","£15,000","",3,"Bing","14/02/08",3
"Bankers Offer","£8,500","No Deal",3,"Bing","14/02/08",3
"9","£50,000","",4,"Bing","14/02/08",3
"14","£1,000","",4,"Bing","14/02/08",3
"20","£3,000","",4,"Bing","14/02/08",3
"Bankers Offer","£1,500","No Deal",4,"Bing","14/02/08",3
"15","£100","",5,"Bing","14/02/08",3
"2","£10","",5,"Bing","14/02/08",3
"18","£500","",5,"Bing","14/02/08",3
"Bankers Offer","£8,000","No Deal",5,"Bing","14/02/08",3
"7","£100,000","",6,"Bing","14/02/08",3
"4","1p","£5,000 -  Deal",6,"Bing","14/02/08",3
"19","£20,000","",6,"Bing","14/02/08",3
"Bankers Offer","£1,200","",6,"Bing","14/02/08",3
"Contestants Box
      17","£5",NA,7,"Bing","14/02/08",3
"Remaining box - 3","£5,000",NA,7,"Bing","14/02/08",3
"Bing takes home","£5,000",NA,7,"Bing","14/02/08",3
"16","£35,000","",1,"Chris","15/02/08",3
"9","£250","",1,"Chris","15/02/08",3
"1","£500","",1,"Chris","15/02/08",3
"7","£10,000","",1,"Chris","15/02/08",3
"21","£50,000","",1,"Chris","15/02/08",3
"Bankers offer","£7,100","No Deal",1,"Chris","15/02/08",3
"6","£75,000","",2,"Chris","15/02/08",3
"14","£15,000","",2,"Chris","15/02/08",3
"15","£3,000","",2,"Chris","15/02/08",3
"Bankers Offer","£5,000","No Deal",2,"Chris","15/02/08",3
"11","£750","",3,"Chris","15/02/08",3
"4","£5","",3,"Chris","15/02/08",3
"3","£20,000","",3,"Chris","15/02/08",3
"Bankers Offer","£10,000","No Deal",3,"Chris","15/02/08",3
"13","£100,000","",4,"Chris","15/02/08",3
"5","£50","",4,"Chris","15/02/08",3
"10","£250,000","",4,"Chris","15/02/08",3
"Bankers Offer","£199","No Deal",4,"Chris","15/02/08",3
"20","£5,000","",5,"Chris","15/02/08",3
"17","£1","",5,"Chris","15/02/08",3
"12","1p","",5,"Chris","15/02/08",3
"Bankers Offer","£50","No Deal",5,"Chris","15/02/08",3
"18","£1,000","",6,"Chris","15/02/08",3
"22","£10","63p - No Deal",6,"Chris","15/02/08",3
"19","10p","",6,"Chris","15/02/08",3
"Bankers Offer","£50","No Deal",6,"Chris","15/02/08",3
"Contestants Box
      2","£100",NA,7,"Chris","15/02/08",3
"Remaining box - 8","50p",NA,7,"Chris","15/02/08",3
"Chris takes home","£100",NA,7,"Chris","15/02/08",3
"17","1p","",1,"Barry","16/02/08",3
"7","£50","",1,"Barry","16/02/08",3
"12","£1","",1,"Barry","16/02/08",3
"22","£250,000","",1,"Barry","16/02/08",3
"5","10p","",1,"Barry","16/02/08",3
"Bankers offer","£8,000","No Deal",1,"Barry","16/02/08",3
"18","£250","",2,"Barry","16/02/08",3
"4","£1,000","",2,"Barry","16/02/08",3
"10","50p","",2,"Barry","16/02/08",3
"Bankers Offer","£12,000","No Deal",2,"Barry","16/02/08",3
"1","£3,000","",3,"Barry","16/02/08",3
"15","£750","",3,"Barry","16/02/08",3
"9","£100,000","",3,"Barry","16/02/08",3
"Bankers Offer","£14,000","No Deal",3,"Barry","16/02/08",3
"19","£35,000","",4,"Barry","16/02/08",3
"6","£5","",4,"Barry","16/02/08",3
"14","£50,000","",4,"Barry","16/02/08",3
"Bankers Offer","£7,000","No Deal",4,"Barry","16/02/08",3
"2","£20,000","",5,"Barry","16/02/08",3
"20","£100","",5,"Barry","16/02/08",3
"8","£5,000","",5,"Barry","16/02/08",3
"Bankers Offer","£12,500","Deal",5,"Barry","16/02/08",3
"21","£15,000",NA,6,"Barry","16/02/08",3
"13","£500",NA,6,"Barry","16/02/08",3
"11","£75,000",NA,6,"Barry","16/02/08",3
"Bankers Offer","£2,500",NA,6,"Barry","16/02/08",3
"Contestants Box
      3","£10",NA,7,"Barry","16/02/08",3
"Remaining box - 16","£10,000",NA,7,"Barry","16/02/08",3
"Barry takes home","£12,500",NA,7,"Barry","16/02/08",3
"9","£3,000","",1,"Katherine","18/02/08",3
"11","£100,000","",1,"Katherine","18/02/08",3
"7","£35,000","",1,"Katherine","18/02/08",3
"6","£100","",1,"Katherine","18/02/08",3
"21","1p","",1,"Katherine","18/02/08",3
"Bankers offer","£6,200","No Deal",1,"Katherine","18/02/08",3
"20","£1,000","",2,"Katherine","18/02/08",3
"12","£10,000","",2,"Katherine","18/02/08",3
"19","£1","",2,"Katherine","18/02/08",3
"Bankers Offer","£10,000","No Deal",2,"Katherine","18/02/08",3
"15","£750","",3,"Katherine","18/02/08",3
"10","50p","",3,"Katherine","18/02/08",3
"16","£250,000","",3,"Katherine","18/02/08",3
"Bankers Offer","£5,000","No Deal",3,"Katherine","18/02/08",3
"4","£5,000","",4,"Katherine","18/02/08",3
"22","£15,000","",4,"Katherine","18/02/08",3
"18","£50","",4,"Katherine","18/02/08",3
"Bankers Offer","£9,000","No Deal",4,"Katherine","18/02/08",3
"3","£5","",5,"Katherine","18/02/08",3
"1","10p","",5,"Katherine","18/02/08",3
"2","£250","",5,"Katherine","18/02/08",3
"Bankers Offer","£21,000","Deal",5,"Katherine","18/02/08",3
"8","£500",NA,6,"Katherine","18/02/08",3
"17","£75,000",NA,6,"Katherine","18/02/08",3
"5","£10",NA,6,"Katherine","18/02/08",3
"Bankers Offer","£33,000",NA,6,"Katherine","18/02/08",3
"Contestants Box
      13","£20,000",NA,7,"Katherine","18/02/08",3
"Remaining box - 14","£50,000",NA,7,"Katherine","18/02/08",3
"Katherine takes home","£21,000",NA,7,"Katherine","18/02/08",3
"5","£35,000","",1,"Martin","19/02/08",3
"3","£5,000","",1,"Martin","19/02/08",3
"8","£10","",1,"Martin","19/02/08",3
"20","£100,000","",1,"Martin","19/02/08",3
"19","£250","",1,"Martin","19/02/08",3
"Bankers offer","£9,000","No Deal",1,"Martin","19/02/08",3
"14","£250,000","",2,"Martin","19/02/08",3
"22","£15,000","",2,"Martin","19/02/08",3
"9","1p","",2,"Martin","19/02/08",3
"Bankers Offer","£6,500","No Deal",2,"Martin","19/02/08",3
"2","£100","",3,"Martin","19/02/08",3
"15","£1,000","",3,"Martin","19/02/08",3
"13","£50,000","",3,"Martin","19/02/08",3
"Bankers Offer","£2,000","No Deal",3,"Martin","19/02/08",3
"18","£5","",4,"Martin","19/02/08",3
"16","£3,000","",4,"Martin","19/02/08",3
"4","50p","",4,"Martin","19/02/08",3
"Bankers Offer","£6,800","No Deal",4,"Martin","19/02/08",3
"11","£10,000","",5,"Martin","19/02/08",3
"10","£1","",5,"Martin","19/02/08",3
"6","£750","",5,"Martin","19/02/08",3
"Bankers Offer","£13,000","Deal",5,"Martin","19/02/08",3
"17","£500",NA,6,"Martin","19/02/08",3
"21","£50",NA,6,"Martin","19/02/08",3
"12","10p",NA,6,"Martin","19/02/08",3
"Bankers Offer","£43,000",NA,6,"Martin","19/02/08",3
"Contestants Box
      7","£20,000",NA,7,"Martin","19/02/08",3
"Remaining box - 1","£75,000",NA,7,"Martin","19/02/08",3
"Martin takes home","£13,000",NA,7,"Martin","19/02/08",3
"3","£15,000","",1,"Jill","20/02/08",3
"4","£10","",1,"Jill","20/02/08",3
"5","£35,000","",1,"Jill","20/02/08",3
"13","£250,000","",1,"Jill","20/02/08",3
"7","£50,000","",1,"Jill","20/02/08",3
"Bankers offer","£900","No Deal",1,"Jill","20/02/08",3
"9","£3,000","",2,"Jill","20/02/08",3
"6","1p","",2,"Jill","20/02/08",3
"15","£5,000","",2,"Jill","20/02/08",3
"Bankers Offer","£8,000","No Deal",2,"Jill","20/02/08",3
"17","50p","",3,"Jill","20/02/08",3
"14","£250","",3,"Jill","20/02/08",3
"10","£100,000","",3,"Jill","20/02/08",3
"Bankers Offer","£4,000","No Deal",3,"Jill","20/02/08",3
"11","£1,000","",4,"Jill","20/02/08",3
"16","£750","",4,"Jill","20/02/08",3
"20","£75,000","",4,"Jill","20/02/08",3
"Bankers Offer","£2,000","No Deal",4,"Jill","20/02/08",3
"12","£5","",5,"Jill","20/02/08",3
"19","£50","",5,"Jill","20/02/08",3
"18","£10,000","",5,"Jill","20/02/08",3
"Bankers Offer","£2,500","No Deal",5,"Jill","20/02/08",3
"1","£100","",6,"Jill","20/02/08",3
"21","£500","",6,"Jill","20/02/08",3
"8","£1","",6,"Jill","20/02/08",3
"Bankers Offer","£8,500","Deal",6,"Jill","20/02/08",3
"Contestants Box
      22","£20,000",NA,7,"Jill","20/02/08",3
"Remaining box - 2","10p",NA,7,"Jill","20/02/08",3
"Jill takes home","£8,500",NA,7,"Jill","20/02/08",3
"6","£5","",1,"Reg","21/02/08",3
"1","£35,000","",1,"Reg","21/02/08",3
"12","£20,000","",1,"Reg","21/02/08",3
"8","£250,000","",1,"Reg","21/02/08",3
"15","£100","",1,"Reg","21/02/08",3
"Bankers offer","£4,141","No Deal",1,"Reg","21/02/08",3
"22","£3,000","",2,"Reg","21/02/08",3
"10","50p","",2,"Reg","21/02/08",3
"5","1p","",2,"Reg","21/02/08",3
"Bankers Offer","£9,041","No Deal",2,"Reg","21/02/08",3
"2","£10,000","",3,"Reg","21/02/08",3
"3","£1,000","",3,"Reg","21/02/08",3
"11","£1","",3,"Reg","21/02/08",3
"Bankers Offer","£12,041","No Deal",3,"Reg","21/02/08",3
"17","£75,000","",4,"Reg","21/02/08",3
"4","£750","",4,"Reg","21/02/08",3
"16","£250","",4,"Reg","21/02/08",3
"Bankers Offer","£10,041","No Deal",4,"Reg","21/02/08",3
"21","£5,000","",5,"Reg","21/02/08",3
"13","10p","",5,"Reg","21/02/08",3
"18","£10","",5,"Reg","21/02/08",3
"Bankers Offer","£17,041","Deal",5,"Reg","21/02/08",3
"7","£50,000",NA,6,"Reg","21/02/08",3
"14","£100,000",NA,6,"Reg","21/02/08",3
"19","£15,000",NA,6,"Reg","21/02/08",3
"Bankers Offer","£141",NA,6,"Reg","21/02/08",3
"Contestants Box
      20","£50",NA,7,"Reg","21/02/08",3
"Remaining box - 9","£500",NA,7,"Reg","21/02/08",3
"Reg takes home","£17,041",NA,7,"Reg","21/02/08",3
"4","£50","",1,"Debbie","22/02/08",3
"15","£35,000","",1,"Debbie","22/02/08",3
"6","10p","",1,"Debbie","22/02/08",3
"1","£3,000","",1,"Debbie","22/02/08",3
"19","£5","",1,"Debbie","22/02/08",3
"Bankers offer","£9,500","No Deal",1,"Debbie","22/02/08",3
"21","£250,000","",2,"Debbie","22/02/08",3
"22","£500","",2,"Debbie","22/02/08",3
"14","£15,000","",2,"Debbie","22/02/08",3
"Bankers Offer","£5,900","No Deal",2,"Debbie","22/02/08",3
"18","£100,000","",3,"Debbie","22/02/08",3
"5","£10","",3,"Debbie","22/02/08",3
"3","£10,000","",3,"Debbie","22/02/08",3
"Bankers Offer","£3,000","No Deal",3,"Debbie","22/02/08",3
"8","£1","",4,"Debbie","22/02/08",3
"12","£20,000","",4,"Debbie","22/02/08",3
"13","£750","",4,"Debbie","22/02/08",3
"Bankers Offer","£8,998","Deal",4,"Debbie","22/02/08",3
"2","£75,000",NA,5,"Debbie","22/02/08",3
"9","50p",NA,5,"Debbie","22/02/08",3
"11","£1,000",NA,5,"Debbie","22/02/08",3
"Bankers Offer","£4,499",NA,5,"Debbie","22/02/08",3
"7","£50,000",NA,6,"Debbie","22/02/08",3
"10","£250",NA,6,"Debbie","22/02/08",3
"20","£100",NA,6,"Debbie","22/02/08",3
"Bankers Offer","£998",NA,6,"Debbie","22/02/08",3
"Contestants Box
      17","1p",NA,7,"Debbie","22/02/08",3
"Remaining box - 16","£5,000",NA,7,"Debbie","22/02/08",3
"Debbie takes home","£8,998",NA,7,"Debbie","22/02/08",3
"1","£250","",1,"Paul","23/02/08",3
"5","£250,000","",1,"Paul","23/02/08",3
"8","£100","",1,"Paul","23/02/08",3
"11","£10,000","",1,"Paul","23/02/08",3
"13","50p","",1,"Paul","23/02/08",3
"Bankers offer","£580.08","No Deal",1,"Paul","23/02/08",3
"17","£75,000","",2,"Paul","23/02/08",3
"19","£5,000","",2,"Paul","23/02/08",3
"21","£1,000","",2,"Paul","23/02/08",3
"Bankers Offer","£5,800.82","No Deal",2,"Paul","23/02/08",3
"16","£35,000","",3,"Paul","23/02/08",3
"4","£50","",3,"Paul","23/02/08",3
"18","£1","",3,"Paul","23/02/08",3
"Bankers Offer","£9,000","No Deal",3,"Paul","23/02/08",3
"10","£15,000","",4,"Paul","23/02/08",3
"14","£20,000","",4,"Paul","23/02/08",3
"7","£750","",4,"Paul","23/02/08",3
"Bankers Offer","£3,000","No Deal",4,"Paul","23/02/08",3
"22","£500","",5,"Paul","23/02/08",3
"20","£10","",5,"Paul","23/02/08",3
"15","1p","",5,"Paul","23/02/08",3
"Bankers Offer","£24,000","Deal",5,"Paul","23/02/08",3
"3","£3,000",NA,6,"Paul","23/02/08",3
"9","£50,000",NA,6,"Paul","23/02/08",3
"6","£5",NA,6,"Paul","23/02/08",3
"Bankers Offer","£37,000",NA,6,"Paul","23/02/08",3
"Contestants Box
      12","£100,000",NA,7,"Paul","23/02/08",3
"Remaining box - 2","10p",NA,7,"Paul","23/02/08",3
"Paul takes home","£24,000",NA,7,"Paul","23/02/08",3
"14","£50","",1,"Kate","25/02/08",3
"18","£500","",1,"Kate","25/02/08",3
"12","£1,000","",1,"Kate","25/02/08",3
"15","£100,000","",1,"Kate","25/02/08",3
"5","£20,000","",1,"Kate","25/02/08",3
"Bankers offer","£8,100","No Deal",1,"Kate","25/02/08",3
"11","10p","",2,"Kate","25/02/08",3
"2","£75,000","",2,"Kate","25/02/08",3
"22","£50,000","",2,"Kate","25/02/08",3
"Bankers Offer","£5,000","No Deal",2,"Kate","25/02/08",3
"7","1p","",3,"Kate","25/02/08",3
"19","£750","",3,"Kate","25/02/08",3
"9","£250","",3,"Kate","25/02/08",3
"Bankers Offer","£12,000","No Deal",3,"Kate","25/02/08",3
"3","£10,000","",4,"Kate","25/02/08",3
"16","£100","",4,"Kate","25/02/08",3
"20","£5","",4,"Kate","25/02/08",3
"Bankers Offer","£21,000","Deal",4,"Kate","25/02/08",3
"1","£15,000",NA,5,"Kate","25/02/08",3
"4","£35,000",NA,5,"Kate","25/02/08",3
"8","£5,000",NA,5,"Kate","25/02/08",3
"Bankers Offer","£37,500",NA,5,"Kate","25/02/08",3
"13","50p",NA,6,"Kate","25/02/08",3
"21","£3,000",NA,6,"Kate","25/02/08",3
"10","£10",NA,6,"Kate","25/02/08",3
"Bankers Offer","£96,000",NA,6,"Kate","25/02/08",3
"Contestants Box
      6","£250,000",NA,7,"Kate","25/02/08",3
"Remaining box - 17","£1",NA,7,"Kate","25/02/08",3
"Kate takes home","£21,000",NA,7,"Kate","25/02/08",3
"2","£75,000","",1,"Justin","26/02/08",3
"6","£5,000","",1,"Justin","26/02/08",3
"11","£50","",1,"Justin","26/02/08",3
"17","£10","",1,"Justin","26/02/08",3
"19","£100","",1,"Justin","26/02/08",3
"Bankers offer","£9,500","No Deal",1,"Justin","26/02/08",3
"20","£35,000","",2,"Justin","26/02/08",3
"4","£750","",2,"Justin","26/02/08",3
"12","1p","",2,"Justin","26/02/08",3
"Bankers Offer","£14,500","No Deal",2,"Justin","26/02/08",3
"3","£1","",3,"Justin","26/02/08",3
"14","50p","",3,"Justin","26/02/08",3
"5","£250","",3,"Justin","26/02/08",3
"Bankers Offer","£19,500","No Deal",3,"Justin","26/02/08",3
"7","£100,000","",4,"Justin","26/02/08",3
"1","£10,000","",4,"Justin","26/02/08",3
"21","£15,000","",4,"Justin","26/02/08",3
"Bankers Offer","£11,500","No Deal",4,"Justin","26/02/08",3
"15","£1,000","",5,"Justin","26/02/08",3
"18","£500","",5,"Justin","26/02/08",3
"16","10p","",5,"Justin","26/02/08",3
"Bankers Offer","£26,000","Deal",5,"Justin","26/02/08",3
"22","£50,000",NA,6,"Justin","26/02/08",3
"8","£20,000",NA,6,"Justin","26/02/08",3
"10","£5",NA,6,"Justin","26/02/08",3
"Bankers Offer","£62,000",NA,6,"Justin","26/02/08",3
"Contestants Box
      9","£250,000",NA,7,"Justin","26/02/08",3
"Remaining box - 13","£3,000",NA,7,"Justin","26/02/08",3
"Justin takes home","£26,000",NA,7,"Justin","26/02/08",3
"19","£35,000","",1,"Derek","27/02/08",3
"8","£10,000","",1,"Derek","27/02/08",3
"14","£50","",1,"Derek","27/02/08",3
"4","50p","",1,"Derek","27/02/08",3
"2","£750","",1,"Derek","27/02/08",3
"Bankers offer","£529","No Deal",1,"Derek","27/02/08",3
"5","£50,000","",2,"Derek","27/02/08",3
"7","£250,000","",2,"Derek","27/02/08",3
"10","£100,000","",2,"Derek","27/02/08",3
"Bankers Offer","£1,005.29","No Deal",2,"Derek","27/02/08",3
"13","10p","",3,"Derek","27/02/08",3
"21","£5","",3,"Derek","27/02/08",3
"3","£20,000","",3,"Derek","27/02/08",3
"Bankers Offer","£4,000","No Deal",3,"Derek","27/02/08",3
"9","1p","",4,"Derek","27/02/08",3
"20","£1,000","",4,"Derek","27/02/08",3
"17","£1","",4,"Derek","27/02/08",3
"Bankers Offer","£8,000","No Deal",4,"Derek","27/02/08",3
"15","£100","",5,"Derek","27/02/08",3
"1","£10","",5,"Derek","27/02/08",3
"6","£15,000","",5,"Derek","27/02/08",3
"Bankers Offer","£12,000","Deal",5,"Derek","27/02/08",3
"11","£3,000",NA,6,"Derek","27/02/08",3
"16","£75,000",NA,6,"Derek","27/02/08",3
"12","£500",NA,6,"Derek","27/02/08",3
"Bankers Offer","£1,026",NA,6,"Derek","27/02/08",3
"Contestants Box
      18","£250",NA,7,"Derek","27/02/08",3
"Remaining box - 22","£5,000",NA,7,"Derek","27/02/08",3
"Derek takes home","£12,000",NA,7,"Derek","27/02/08",3
"1","£75,000","",1,"Nicola","28/02/08",3
"2","£10,000","",1,"Nicola","28/02/08",3
"5","1p","",1,"Nicola","28/02/08",3
"6","£50","",1,"Nicola","28/02/08",3
"10","£100","",1,"Nicola","28/02/08",3
"Bankers offer","£8,500","No Deal",1,"Nicola","28/02/08",3
"13","£15,000","",2,"Nicola","28/02/08",3
"15","£750","",2,"Nicola","28/02/08",3
"16","£5","",2,"Nicola","28/02/08",3
"Bankers Offer","£12,500","No Deal",2,"Nicola","28/02/08",3
"20","£1","",3,"Nicola","28/02/08",3
"21","£20,000","",3,"Nicola","28/02/08",3
"4","£500","",3,"Nicola","28/02/08",3
"Bankers Offer","£19,000","No Deal",3,"Nicola","28/02/08",3
"8","£5,000","",4,"Nicola","28/02/08",3
"14","10p","",4,"Nicola","28/02/08",3
"17","£1,000","",4,"Nicola","28/02/08",3
"Bankers Offer","£26,000","No Deal",4,"Nicola","28/02/08",3
"18","£50,000","",5,"Nicola","28/02/08",3
"7","£250","",5,"Nicola","28/02/08",3
"12","£10","",5,"Nicola","28/02/08",3
"Bankers Offer","£44,000","Deal",5,"Nicola","28/02/08",3
"19","£100,000",NA,6,"Nicola","28/02/08",3
"3","£35,000",NA,6,"Nicola","28/02/08",3
"9","£3,000",NA,6,"Nicola","28/02/08",3
"Bankers Offer","£88,000",NA,6,"Nicola","28/02/08",3
"Contestants Box
      11","£250,000",NA,7,"Nicola","28/02/08",3
"Remaining box - 22","50p",NA,7,"Nicola","28/02/08",3
"Nicola takes home","£44,000",NA,7,"Nicola","28/02/08",3
"8","£1","",1,"Shaz","29/02/08",3
"1","£10,000","",1,"Shaz","29/02/08",3
"15","£250,000","",1,"Shaz","29/02/08",3
"2","£50,000","",1,"Shaz","29/02/08",3
"22","£5,000","",1,"Shaz","29/02/08",3
"Bankers offer","SWAP","Shaz swaps Box 9 for Box 6",1,"Shaz","29/02/08",3
"18","£50","",2,"Shaz","29/02/08",3
"4","£20,000","",2,"Shaz","29/02/08",3
"13","1p","",2,"Shaz","29/02/08",3
"Bankers Offer","£1,000","No Deal",2,"Shaz","29/02/08",3
"12","50p","",3,"Shaz","29/02/08",3
"19","£1,000","",3,"Shaz","29/02/08",3
"21","£100","",3,"Shaz","29/02/08",3
"Bankers Offer","£8,500","No Deal",3,"Shaz","29/02/08",3
"20","£35,000","",4,"Shaz","29/02/08",3
"14","£250","",4,"Shaz","29/02/08",3
"11","£500","",4,"Shaz","29/02/08",3
"Bankers Offer","£12,000","No Deal",4,"Shaz","29/02/08",3
"7","£100,000","",5,"Shaz","29/02/08",3
"16","£75,000","",5,"Shaz","29/02/08",3
"3","£10","",5,"Shaz","29/02/08",3
"Bankers Offer","£950","No Deal",5,"Shaz","29/02/08",3
"17","£15,000","",6,"Shaz","29/02/08",3
"9","£5","",6,"Shaz","29/02/08",3
"5","£750","",6,"Shaz","29/02/08",3
"Bankers Offer","£1,100","Deal",6,"Shaz","29/02/08",3
"Contestants Box
      6","10p",NA,7,"Shaz","29/02/08",3
"Remaining box - 10","£3,000",NA,7,"Shaz","29/02/08",3
"Shaz takes home","£1,100",NA,7,"Shaz","29/02/08",3
"10","£250","",1,"Andy","01/03/08",3
"5","£20,000","",1,"Andy","01/03/08",3
"6","£250,000","",1,"Andy","01/03/08",3
"4","£3,000","",1,"Andy","01/03/08",3
"2","£10,000","",1,"Andy","01/03/08",3
"Bankers offer","£7,900","No Deal",1,"Andy","01/03/08",3
"15","£100,000","",2,"Andy","01/03/08",3
"13","10p","",2,"Andy","01/03/08",3
"20","50p","",2,"Andy","01/03/08",3
"Bankers Offer","£7,900","No Deal",2,"Andy","01/03/08",3
"22","£35,000","",3,"Andy","01/03/08",3
"1","£500","",3,"Andy","01/03/08",3
"19","£1,000","",3,"Andy","01/03/08",3
"Bankers Offer","£7,900","No Deal",3,"Andy","01/03/08",3
"16","1p","",4,"Andy","01/03/08",3
"3","£50,000","",4,"Andy","01/03/08",3
"21","£750","",4,"Andy","01/03/08",3
"Bankers Offer","£8,000","Deal",4,"Andy","01/03/08",3
"9","£15,000",NA,5,"Andy","01/03/08",3
"18","£5",NA,5,"Andy","01/03/08",3
"8","£100",NA,5,"Andy","01/03/08",3
"Bankers Offer","£3,000",NA,5,"Andy","01/03/08",3
"17","£5,000",NA,6,"Andy","01/03/08",3
"7","£1",NA,6,"Andy","01/03/08",3
"11","£10",NA,6,"Andy","01/03/08",3
"Bankers Offer","£30,000",NA,6,"Andy","01/03/08",3
"Contestants Box
      12","£50",NA,7,"Andy","01/03/08",3
"Remaining box - 14","£75,000",NA,7,"Andy","01/03/08",3
"Andy takes home","£8,000",NA,7,"Andy","01/03/08",3
"13","£75,000","",1,"Margaret","03/03/08",3
"20","£10","",1,"Margaret","03/03/08",3
"7","£100,000","",1,"Margaret","03/03/08",3
"9","£50,000","",1,"Margaret","03/03/08",3
"8","£750","",1,"Margaret","03/03/08",3
"Bankers offer","£2,000","No Deal",1,"Margaret","03/03/08",3
"1","£50","",2,"Margaret","03/03/08",3
"6","£250","",2,"Margaret","03/03/08",3
"12","£15,000","",2,"Margaret","03/03/08",3
"Bankers Offer","£4,000","No Deal",2,"Margaret","03/03/08",3
"4","£3,000","",3,"Margaret","03/03/08",3
"18","£250,000","",3,"Margaret","03/03/08",3
"5","£5","",3,"Margaret","03/03/08",3
"Bankers Offer","£1,000","No Deal",3,"Margaret","03/03/08",3
"19","£1,000","",4,"Margaret","03/03/08",3
"16","£35,000","",4,"Margaret","03/03/08",3
"10","£1","",4,"Margaret","03/03/08",3
"Bankers Offer","£2,100","No Deal",4,"Margaret","03/03/08",3
"17","£500","",5,"Margaret","03/03/08",3
"21","50p","",5,"Margaret","03/03/08",3
"2","£5,000","",5,"Margaret","03/03/08",3
"Bankers Offer","£3,200","No Deal",5,"Margaret","03/03/08",3
"22","£10,000","",6,"Margaret","03/03/08",3
"15","10p","",6,"Margaret","03/03/08",3
"14","£100","",6,"Margaret","03/03/08",3
"Bankers Offer","£3,000","No Deal",6,"Margaret","03/03/08",3
"Contestants Box
      3","1p",NA,7,"Margaret","03/03/08",3
"Remaining box - 11","£20,000",NA,7,"Margaret","03/03/08",3
"Margaret takes home","1p",NA,7,"Margaret","03/03/08",3
"14","£50,000","",1,"Joy","04/03/08",3
"4","10p","",1,"Joy","04/03/08",3
"2","£75,000","",1,"Joy","04/03/08",3
"6","£35,000","",1,"Joy","04/03/08",3
"5","£15,000","",1,"Joy","04/03/08",3
"Bankers offer","£5,000","No Deal",1,"Joy","04/03/08",3
"12","£750","",2,"Joy","04/03/08",3
